TICKET_NMBR,no_of_times_reassigned,STATUS,PRIORITY,BUSINESS_COMPLETION_HRS
IN10031041,2,RESOLVED,Low,82.28
IN10031068,3,RESOLVED,Medium,64.3
IN10031070,2,RESOLVED,Low,45.13
IN10031071,2,RESOLVED,Low,1.0
IN10031073,2,RESOLVED,Low,832.7
IN10031075,3,RESOLVED,Low,2.4
IN10031078,5,RESOLVED,Low,80.0
IN10031080,2,RESOLVED,Low,1032.4
IN10031081,3,RESOLVED,Low,66.96
IN10031083,2,RESOLVED,Low,218.8
IN10031088,2,RESOLVED,Low,227.19
IN10031089,3,,Low,1430.88
IN10031097,2,RESOLVED,Low,24.05
IN10031102,2,RESOLVED,Low,1256.5
IN10031104,3,RESOLVED,Low,135.2
IN10031105,2,RESOLVED,Low,51.7
IN10031106,3,RESOLVED,Low,866.9
IN10031108,2,RESOLVED,Low,778.88
IN10031114,2,RESOLVED,Low,63.63
IN10031117,3,RESOLVED,Low,64.51
IN10031121,2,RESOLVED,Low,32.8
IN10031123,3,,Low,2516.17
IN10031129,8,RESOLVED,Low,2864.07
IN10031131,2,RESOLVED,Low,0.0
IN10031146,2,RESOLVED,Medium,0.1
IN10031147,3,RESOLVED,Medium,0.12
IN10031154,2,RESOLVED,Low,922.66
IN10031173,6,RESOLVED,Low,1080.63
IN10031176,2,RESOLVED,Low,8.04
IN10031181,2,RESOLVED,Low,111.02
IN10031183,2,RESOLVED,Low,0.72
IN10031186,2,RESOLVED,Low,87.3
IN10031193,6,RESOLVED,Low,1276.31
IN10031196,2,RESOLVED,Low,32.85
IN10031197,2,RESOLVED,Low,1767.55
IN10031198,2,RESOLVED,Low,87.95
IN10031201,2,RESOLVED,Low,26.08
IN10031206,3,RESOLVED,Low,38.47
IN10031215,2,RESOLVED,Low,511.77
IN10031224,2,RESOLVED,Medium,20.0
IN10031224,2,RESOLVED,Medium,20.0
IN10031225,2,RESOLVED,Low,0.0
IN10031232,3,RESOLVED,Low,67.43
IN10031234,2,RESOLVED,Low,11.28
IN10031238,3,RESOLVED,Low,23.45
IN10031239,2,RESOLVED,Low,203.72
IN10031242,2,RESOLVED,Low,446.38
IN10031251,2,RESOLVED,Low,394.02
IN10031256,2,RESOLVED,Low,76.73
IN10031258,2,RESOLVED,Low,222.25
IN10031259,2,RESOLVED,Low,84.48
IN10031260,2,RESOLVED,Low,110.0
IN10031262,3,RESOLVED,Low,86.98
IN10031263,2,RESOLVED,Low,4.9
IN10031264,4,RESOLVED,Low,261.43
IN10031266,2,RESOLVED,Low,322.23
IN10031267,2,RESOLVED,Low,148.82
IN10031268,2,RESOLVED,Low,1216.62
IN10031269,2,RESOLVED,Low,22.9
IN10031275,2,RESOLVED,Medium,0.0
IN10031276,2,RESOLVED,Medium,0.0
IN10031280,2,RESOLVED,Low,6.67
IN10031284,2,RESOLVED,Low,1313.05
IN10031287,2,RESOLVED,Low,105.17
IN10031293,2,RESOLVED,Low,27.43
IN10031294,2,RESOLVED,Low,19.18
IN10031296,3,RESOLVED,Low,705.88
IN10031299,3,RESOLVED,Low,103.42
IN10031302,6,RESOLVED,Low,64.57
IN10031304,2,RESOLVED,Low,38.38
IN10031307,2,RESOLVED,Low,1.3
IN10031311,2,RESOLVED,Low,267.43
IN10031312,3,RESOLVED,Low,6.55
IN10031314,2,RESOLVED,Low,22.1
IN10031317,2,RESOLVED,Low,27.33
IN10031318,3,RESOLVED,Low,253.93
IN10031323,3,RESOLVED,Low,358.92
IN10031324,2,RESOLVED,Medium,0.0
IN10031339,2,RESOLVED,High,4.78
IN10031345,3,RESOLVED,Low,1035.07
IN10031347,3,RESOLVED,Low,49.73
IN10031351,2,RESOLVED,Low,143.09
IN10031353,2,RESOLVED,Low,62.5
IN10031363,3,RESOLVED,Low,54.74
IN10031364,2,RESOLVED,Low,303.29
IN10031369,2,RESOLVED,Low,40.21
IN10031371,2,RESOLVED,Low,33.58
IN10031372,2,RESOLVED,Low,42.86
IN10031373,5,RESOLVED,Low,7.82
IN10031374,2,RESOLVED,Low,1054.93
IN10031377,2,RESOLVED,Low,4.28
IN10031378,5,RESOLVED,Low,1769.17
IN10031381,3,RESOLVED,Low,61.44
IN10031386,2,RESOLVED,High,0.41
IN10031391,2,RESOLVED,Low,196.62
IN10031404,3,RESOLVED,Low,29.43
IN10031407,3,RESOLVED,Low,0.0
IN10031409,3,RESOLVED,Low,193.97
IN10031410,5,RESOLVED,Low,194.67
IN10031412,2,RESOLVED,Low,26.63
IN10031419,2,RESOLVED,High,1.2
IN10031425,2,RESOLVED,Low,15.4
IN10031431,2,RESOLVED,Low,24.42
IN10031435,2,RESOLVED,Low,238.97
IN10031439,3,RESOLVED,Low,158.7
IN10031445,2,RESOLVED,Low,1.33
IN10031447,2,RESOLVED,Low,11.35
IN10031450,3,RESOLVED,Low,18.57
IN10031452,2,RESOLVED,Low,2.23
IN10031454,6,RESOLVED,Low,30.52
IN10031455,2,RESOLVED,Low,10.87
IN10031460,3,RESOLVED,Low,1.92
IN10031460,3,RESOLVED,Low,1.92
IN10031472,2,RESOLVED,Low,90.0
IN10031475,2,RESOLVED,Low,9.55
IN10031477,3,RESOLVED,Low,16.5
IN10031482,3,RESOLVED,Medium,241.3
IN10031485,2,RESOLVED,Low,14.95
IN10031494,2,RESOLVED,Low,240.94
IN10031497,2,RESOLVED,Low,9.47
IN10031508,3,RESOLVED,Low,1360.45
IN10031509,3,RESOLVED,Medium,256.13
IN10031510,3,RESOLVED,High,23.59
IN10031514,2,RESOLVED,Low,46.73
IN10031515,3,RESOLVED,Low,615.57
IN10031516,2,RESOLVED,Low,1135.53
IN10031538,3,RESOLVED,Low,32.95
IN10031546,3,RESOLVED,Low,7.63
IN10031547,2,RESOLVED,Low,17.95
IN10031548,4,RESOLVED,Low,23.72
IN10031549,2,RESOLVED,Low,23.18
IN10031551,2,RESOLVED,Low,344.78
IN10031552,2,RESOLVED,Low,782.97
IN10031554,4,RESOLVED,Medium,776.32
IN10031561,3,RESOLVED,Low,800.0
IN10031566,2,RESOLVED,Low,10.12
IN10031566,2,RESOLVED,Low,10.12
IN10031567,3,RESOLVED,Low,4.48
IN10031567,3,RESOLVED,Low,4.48
IN10031568,3,RESOLVED,Low,12.15
IN10031570,2,RESOLVED,Low,0.0
IN10031574,3,RESOLVED,Medium,80.5
IN10031577,2,RESOLVED,High,2.0
IN10031581,2,RESOLVED,Low,16.87
IN10031584,2,RESOLVED,Low,455.9
IN10031585,2,RESOLVED,Low,59.78
IN10031588,3,RESOLVED,Low,59.17
IN10031589,2,RESOLVED,Low,42.82
IN10031591,2,RESOLVED,Low,42.73
IN10031592,2,RESOLVED,Medium,4.08
IN10031593,2,RESOLVED,Low,9.03
IN10031595,2,RESOLVED,Low,1.82
IN10031595,2,RESOLVED,Low,1.82
IN10031597,4,RESOLVED,Low,176.38
IN10031598,2,RESOLVED,Low,1247.25
IN10031599,2,RESOLVED,Low,0.75
IN10031599,2,RESOLVED,Low,0.75
IN10031600,3,RESOLVED,Low,2213.32
IN10031611,2,RESOLVED,Low,984.63
IN10031614,2,RESOLVED,Low,16.8
IN10031620,2,RESOLVED,Low,116.6
IN10031622,2,RESOLVED,Low,22.7
IN10031624,2,RESOLVED,High,0.79
IN10031624,2,RESOLVED,High,0.79
IN10031633,3,RESOLVED,Low,14.09
IN10031639,2,RESOLVED,High,13.57
IN10031639,2,RESOLVED,High,13.57
IN10031641,2,RESOLVED,Low,310.0
IN10031644,2,RESOLVED,High,12.8
IN10031644,2,RESOLVED,High,12.8
IN10031645,3,RESOLVED,Low,2.88
IN10031647,2,RESOLVED,High,2.56
IN10031647,2,RESOLVED,High,2.56
IN10031653,3,RESOLVED,Low,20.95
IN10031655,6,RESOLVED,Low,185.77
IN10031658,2,RESOLVED,Low,72.07
IN10031665,3,RESOLVED,Low,1070.77
IN10031670,2,RESOLVED,Low,1.32
IN10031674,4,RESOLVED,Low,1642.41
IN10031679,2,RESOLVED,Low,44.74
IN10031682,2,RESOLVED,Low,382.32
IN10031684,2,RESOLVED,Low,3.48
IN10031689,2,RESOLVED,Low,67.6
IN10031693,2,RESOLVED,Low,20.52
IN10031696,2,RESOLVED,Low,0.53
IN10031696,2,RESOLVED,Low,0.53
IN10031698,3,RESOLVED,Low,7.65
IN10031699,4,RESOLVED,Low,1275.05
IN10031704,2,RESOLVED,Low,4.3
IN10031705,3,RESOLVED,Low,50.72
IN10031706,2,RESOLVED,Low,327.13
IN10031707,2,RESOLVED,Low,0.15
IN10031708,3,RESOLVED,Low,286.75
IN10031711,5,RESOLVED,Low,112.0
IN10031715,3,RESOLVED,Low,381.57
IN10031718,5,RESOLVED,Low,18.67
IN10031719,4,RESOLVED,Low,2.38
IN10031719,4,RESOLVED,Low,2.38
IN10031723,2,RESOLVED,Low,52.9
IN10031730,2,RESOLVED,Low,0.48
IN10031734,2,RESOLVED,Low,0.0
IN10031747,2,RESOLVED,Low,22.02
IN10031750,2,RESOLVED,Low,0.0
IN10031753,2,RESOLVED,Low,1260.72
IN10031754,2,RESOLVED,Low,2.75
IN10031757,2,RESOLVED,Low,10.57
IN10031763,2,RESOLVED,Low,154.68
IN10031780,2,RESOLVED,Low,0.0
IN10031787,3,RESOLVED,Low,79.2
IN10031788,3,RESOLVED,Low,350.33
IN10031793,3,RESOLVED,Low,62.3
IN10031794,2,RESOLVED,Low,184.88
IN10031799,2,RESOLVED,Low,225.33
IN10031800,2,RESOLVED,Low,225.35
IN10031801,2,RESOLVED,Low,0.0
IN10031803,2,RESOLVED,Low,217.42
IN10031808,2,RESOLVED,Low,105.42
IN10031811,3,RESOLVED,Low,293.45
IN10031815,2,RESOLVED,High,0.92
IN10031819,2,RESOLVED,Low,246.53
IN10031821,2,RESOLVED,Low,51.85
IN10031826,2,RESOLVED,Medium,0.67
IN10031827,2,RESOLVED,Low,104.3
IN10031834,4,RESOLVED,Low,50.38
IN10031835,2,RESOLVED,High,4.25
IN10031836,2,RESOLVED,High,0.44
IN10031836,2,RESOLVED,High,0.44
IN10031843,2,RESOLVED,Low,18.5
IN10031846,2,RESOLVED,Low,627.56
IN10031847,2,RESOLVED,Low,1525.45
IN10031849,5,RESOLVED,Low,92.98
IN10031851,2,RESOLVED,Low,1.07
IN10031857,2,RESOLVED,Low,171.97
IN10031864,3,RESOLVED,Low,86.15
IN10031867,2,RESOLVED,Low,80.87
IN10031872,2,RESOLVED,Low,43.78
IN10031880,4,RESOLVED,Low,26.63
IN10031893,4,RESOLVED,Low,21.48
IN10031895,2,RESOLVED,High,0.7
IN10031898,2,RESOLVED,Low,209.65
IN10031899,2,RESOLVED,Low,65.7
IN10031935,2,RESOLVED,Medium,51.4
IN10031936,2,RESOLVED,Medium,5.35
IN10031946,2,RESOLVED,Low,1.08
IN10031952,3,RESOLVED,Low,136.35
IN10031960,4,RESOLVED,Low,79.48
IN10031965,2,RESOLVED,Low,2.4
IN10031965,2,RESOLVED,Low,2.4
IN10031967,2,RESOLVED,Low,154.3
IN10031968,3,RESOLVED,Low,122.99
IN10031969,3,RESOLVED,Low,9.55
IN10031977,2,RESOLVED,Low,317.35
IN10031978,2,RESOLVED,Low,17.25
IN10031979,2,RESOLVED,Low,0.0
IN10031989,2,RESOLVED,Low,272.73
IN10031997,2,RESOLVED,Low,3.27
IN10032001,7,RESOLVED,Low,33.52
IN10032004,3,RESOLVED,Low,30.08
IN10032008,2,RESOLVED,Low,10.32
IN10032010,2,RESOLVED,Low,957.56
IN10032013,2,RESOLVED,Low,19.13
IN10032019,4,RESOLVED,Low,405.8
IN10032025,2,RESOLVED,Low,205.09
IN10032029,4,RESOLVED,Low,1145.72
IN10032032,2,RESOLVED,Low,66.47
IN10032035,3,RESOLVED,Medium,99.68
IN10032037,2,RESOLVED,Medium,15.02
IN10032044,3,,Low,1767.62
IN10032057,2,RESOLVED,Medium,919.01
IN10032060,2,RESOLVED,Low,19.47
IN10032062,2,RESOLVED,Low,65.0
IN10032063,2,RESOLVED,High,1.18
IN10032063,2,RESOLVED,High,1.18
IN10032067,4,RESOLVED,Low,398.77
IN10032068,4,RESOLVED,Medium,202.44
IN10032085,2,RESOLVED,Low,13.97
IN10032085,2,RESOLVED,Low,13.97
IN10032092,2,RESOLVED,High,17.0
IN10032105,3,RESOLVED,Low,87.22
IN10032106,2,RESOLVED,High,131.93
IN10032127,2,RESOLVED,Low,9.9
IN10032132,2,RESOLVED,Low,659.46
IN10032133,4,RESOLVED,Low,319.47
IN10032138,3,RESOLVED,Low,14.27
IN10032144,2,RESOLVED,Low,2.15
IN10032144,2,RESOLVED,Low,2.15
IN10032145,2,RESOLVED,Low,6.37
IN10032146,2,RESOLVED,Low,365.92
IN10032151,2,RESOLVED,Low,5.09
IN10032153,2,RESOLVED,Low,4.85
IN10032154,2,RESOLVED,Low,1731.2
IN10032156,2,RESOLVED,Low,653.65
IN10032159,10,RESOLVED,Low,1487.47
IN10032162,2,RESOLVED,Low,121.2
IN10032165,2,RESOLVED,Low,43.15
IN10032172,2,RESOLVED,Low,108.95
IN10032175,2,RESOLVED,Low,9.25
IN10032176,2,RESOLVED,Low,1080.87
IN10032177,4,RESOLVED,Low,36.7
IN10032185,2,RESOLVED,Low,8.58
IN10032186,2,RESOLVED,Low,84.05
IN10032189,2,RESOLVED,Low,790.0
IN10032192,2,RESOLVED,Medium,783.35
IN10032199,2,RESOLVED,Low,347.02
IN10032201,2,RESOLVED,Low,68.67
IN10032209,2,RESOLVED,Medium,0.0
IN10032212,2,RESOLVED,Medium,0.0
IN10032220,2,RESOLVED,Low,0.98
IN10032224,2,RESOLVED,Medium,35.62
IN10032225,2,RESOLVED,Low,5.78
IN10032238,2,RESOLVED,Medium,0.0
IN10032240,2,RESOLVED,Low,133.42
IN10032250,3,RESOLVED,Low,814.62
IN10032283,2,RESOLVED,Low,1.85
IN10032292,4,RESOLVED,Low,9.6
IN10032295,3,RESOLVED,Medium,2.37
IN10032297,5,RESOLVED,Low,380.52
IN10032298,2,RESOLVED,Low,43.0
IN10032299,4,RESOLVED,Low,247.65
IN10032301,2,RESOLVED,Medium,6.56
IN10032302,3,RESOLVED,Low,103.11
IN10032306,4,RESOLVED,Low,2656.95
IN10032310,2,RESOLVED,Low,1176.7
IN10032312,2,RESOLVED,Low,47.85
IN10032319,2,RESOLVED,Low,1469.1
IN10032324,6,RESOLVED,Low,97.7
IN10032332,2,RESOLVED,Medium,1461.55
IN10032333,2,RESOLVED,Low,3.5
IN10032337,2,RESOLVED,Low,130.0
IN10032342,2,RESOLVED,Low,523.85
IN10032350,3,RESOLVED,Medium,195.67
IN10032356,6,RESOLVED,Low,351.47
IN10032368,2,RESOLVED,Low,29.2
IN10032369,2,RESOLVED,Low,1172.1
IN10032373,2,RESOLVED,Low,547.11
IN10032377,2,RESOLVED,Medium,371.31
IN10032382,3,RESOLVED,Low,91.89
IN10032385,2,RESOLVED,Low,4.36
IN10032386,2,RESOLVED,Low,117.11
IN10032387,4,RESOLVED,Low,15.72
IN10032394,3,RESOLVED,Medium,86.79
IN10032408,2,,High,12.53
IN10032410,3,RESOLVED,Low,561.77
IN10032415,3,RESOLVED,Low,674.32
IN10032420,2,RESOLVED,Low,114.98
IN10032422,2,,Low,540.0
IN10032438,2,RESOLVED,Low,30.69
IN10032451,2,RESOLVED,Low,32.24
IN10032452,3,RESOLVED,Low,31.36
IN10032456,3,RESOLVED,Medium,763.58
IN10032456,3,RESOLVED,Medium,763.58
IN10032462,2,RESOLVED,Low,80.54
IN10032465,3,RESOLVED,Low,8.25
IN10032472,4,RESOLVED,Low,105.4
IN10032473,2,RESOLVED,Low,65.95
IN10032474,3,RESOLVED,Low,487.1
IN10032475,2,RESOLVED,Low,0.83
IN10032477,2,RESOLVED,Low,0.93
IN10032481,5,RESOLVED,Low,892.0
IN10032484,2,RESOLVED,Low,1456.63
IN10032488,3,RESOLVED,Low,107.03
IN10032495,2,RESOLVED,Low,56.02
IN10032498,3,RESOLVED,Low,33.53
IN10032511,2,RESOLVED,Low,0.67
IN10032514,2,RESOLVED,Low,1050.53
IN10032526,3,RESOLVED,Low,5.72
IN10032528,3,RESOLVED,Low,970.82
IN10032529,2,RESOLVED,High,0.27
IN10032530,2,RESOLVED,Medium,4.85
IN10032531,2,RESOLVED,Low,22.15
IN10032538,3,RESOLVED,Low,60.1
IN10032540,2,RESOLVED,Low,19.0
IN10032541,2,RESOLVED,Low,239.5
IN10032542,4,RESOLVED,Low,210.33
IN10032544,2,RESOLVED,Low,1075.87
IN10032545,2,RESOLVED,Low,2.07
IN10032546,2,RESOLVED,Low,2268.35
IN10032548,2,RESOLVED,Low,331.73
IN10032549,6,RESOLVED,Low,227.27
IN10032551,4,RESOLVED,Low,1079.99
IN10032551,4,RESOLVED,Low,1079.99
IN10032553,2,RESOLVED,High,2.31
IN10032554,2,RESOLVED,Low,6.4
IN10032555,9,RESOLVED,Low,1492.93
IN10032577,2,RESOLVED,Low,2.08
IN10032580,2,RESOLVED,Low,922.42
IN10032581,4,RESOLVED,Low,42.25
IN10032586,2,RESOLVED,Low,64.83
IN10032588,3,RESOLVED,Low,0.0
IN10032589,2,RESOLVED,Low,0.6
IN10032590,3,RESOLVED,Low,865.4
IN10032591,4,RESOLVED,Low,10.17
IN10032596,3,RESOLVED,Low,323.22
IN10032599,2,RESOLVED,Low,1.02
IN10032605,2,RESOLVED,Low,3.73
IN10032605,2,RESOLVED,Low,3.73
IN10032606,2,RESOLVED,Low,1.0
IN10032607,2,RESOLVED,Low,1061.12
IN10032616,2,RESOLVED,Low,0.0
IN10032621,2,RESOLVED,Low,0.0
IN10032629,3,RESOLVED,Medium,0.0
IN10032633,2,RESOLVED,Low,0.28
IN10032634,3,RESOLVED,Low,1476.48
IN10032642,2,RESOLVED,Low,11.02
IN10032644,2,RESOLVED,Medium,3.13
IN10032648,2,RESOLVED,Low,3.12
IN10032657,2,RESOLVED,Low,11.45
IN10032664,2,RESOLVED,Low,1079.59
IN10032671,2,RESOLVED,Low,11.4
IN10032673,2,RESOLVED,Low,130.75
IN10032677,5,RESOLVED,Low,200.04
IN10032682,2,RESOLVED,Low,75.05
IN10032685,4,RESOLVED,Medium,88.78
IN10032687,2,RESOLVED,Low,87.47
IN10032688,2,RESOLVED,Medium,61.88
IN10032690,5,RESOLVED,Low,49.9
IN10032691,2,RESOLVED,Low,4.28
IN10032695,2,RESOLVED,Low,2.3
IN10032698,2,RESOLVED,Medium,2.14
IN10032700,2,RESOLVED,Low,934.79
IN10032703,2,RESOLVED,Low,3.32
IN10032706,3,RESOLVED,Low,84.42
IN10032712,2,RESOLVED,Low,4.4
IN10032720,4,RESOLVED,Low,505.97
IN10032729,2,RESOLVED,Low,1.32
IN10032731,4,RESOLVED,Low,84.42
IN10032732,3,,Low,1263.38
IN10032736,4,RESOLVED,Low,33.07
IN10032742,3,RESOLVED,Low,11.53
IN10032749,2,RESOLVED,Medium,0.0
IN10032751,2,RESOLVED,Medium,73.95
IN10032755,2,RESOLVED,Low,385.6
IN10032756,3,RESOLVED,Low,29.4
IN10032765,4,RESOLVED,Low,899.68
IN10032766,2,RESOLVED,Low,0.23
IN10032769,3,RESOLVED,Low,26.67
IN10032771,5,,Low,2567.8
IN10032784,3,RESOLVED,Low,97.12
IN10032791,2,RESOLVED,Low,2.48
IN10032793,3,RESOLVED,Low,1089.07
IN10032794,3,RESOLVED,Low,105.56
IN10032797,2,RESOLVED,Low,492.32
IN10032801,3,RESOLVED,Low,23.07
IN10032802,3,RESOLVED,Low,209.13
IN10032807,2,RESOLVED,Low,4.57
IN10032808,2,RESOLVED,Medium,671.5
IN10032809,5,RESOLVED,Medium,193.84
IN10032810,2,RESOLVED,Low,20.42
IN10032819,2,RESOLVED,Medium,993.58
IN10032828,3,RESOLVED,Low,724.88
IN10032831,2,RESOLVED,Low,449.91
IN10032832,2,RESOLVED,Medium,0.88
IN10032835,2,RESOLVED,Low,57.18
IN10032836,2,RESOLVED,Low,3.07
IN10032843,2,RESOLVED,Medium,157.05
IN10032845,6,RESOLVED,Low,70.0
IN10032852,3,,Low,2477.12
IN10032855,2,RESOLVED,Low,175.72
IN10032856,2,RESOLVED,Low,939.32
IN10032860,3,RESOLVED,Low,241.73
IN10032862,3,RESOLVED,Low,699.37
IN10032866,2,RESOLVED,Medium,112.07
IN10032872,2,RESOLVED,Medium,2.65
IN10032872,2,RESOLVED,Medium,2.65
IN10032875,2,RESOLVED,Low,68.09
IN10032877,2,RESOLVED,Low,935.4
IN10032878,2,RESOLVED,Low,57.5
IN10032880,3,RESOLVED,Low,15.32
IN10032884,2,RESOLVED,Low,10.88
IN10032891,2,RESOLVED,Low,8.55
IN10032892,2,RESOLVED,Low,8.13
IN10032893,3,RESOLVED,Low,77.25
IN10032893,3,RESOLVED,Low,77.25
IN10032899,2,RESOLVED,Low,19.98
IN10032900,2,RESOLVED,Low,98.87
IN10032902,2,RESOLVED,Low,7.14
IN10032903,2,RESOLVED,Low,115.74
IN10032910,2,RESOLVED,Low,0.0
IN10032917,4,RESOLVED,Low,80.0
IN10032922,2,RESOLVED,Low,0.07
IN10032927,2,RESOLVED,Low,5.12
IN10032932,7,RESOLVED,Low,277.23
IN10032936,2,RESOLVED,Low,3.8
IN10032938,5,RESOLVED,Low,739.31
IN10032941,2,RESOLVED,Low,3.27
IN10032944,6,RESOLVED,Low,4.22
IN10032944,6,RESOLVED,Low,4.22
IN10032954,4,RESOLVED,Low,9.27
IN10032954,4,RESOLVED,Low,9.27
IN10032959,3,RESOLVED,Low,16.16
IN10032961,2,RESOLVED,Low,1376.21
IN10032962,2,RESOLVED,Low,41.21
IN10032962,2,RESOLVED,Low,41.21
IN10032963,2,RESOLVED,Medium,106.16
IN10032963,2,RESOLVED,Medium,106.16
IN10032978,2,RESOLVED,Low,4.66
IN10032980,3,RESOLVED,Low,159.7
IN10032981,2,RESOLVED,Low,8.85
IN10032985,2,,Low,1177.23
IN10032987,2,RESOLVED,Low,24.1
IN10032988,3,RESOLVED,Low,72.17
IN10032992,6,RESOLVED,Low,1630.0
IN10033001,2,RESOLVED,Low,50.0
IN10033002,6,RESOLVED,Low,1071.93
IN10033006,2,RESOLVED,Low,164.72
IN10033007,3,RESOLVED,Low,93.22
IN10033010,3,RESOLVED,Low,104.68
IN10033011,3,RESOLVED,Low,104.63
IN10033012,2,RESOLVED,Low,0.18
IN10033016,4,RESOLVED,Low,101.9
IN10033017,3,RESOLVED,Low,1090.0
IN10033020,2,RESOLVED,Low,208.0
IN10033025,2,RESOLVED,Low,57.78
IN10033028,2,RESOLVED,Low,3.42
IN10033029,2,,Low,1086.28
IN10033030,2,RESOLVED,Low,10.0
IN10033031,3,RESOLVED,Low,446.75
IN10033033,3,RESOLVED,Low,94.3
IN10033034,2,RESOLVED,Low,153.87
IN10033035,2,RESOLVED,Low,50.0
IN10033040,4,RESOLVED,Low,386.7
IN10033046,2,RESOLVED,Low,50.0
IN10033047,3,RESOLVED,Low,66.07
IN10033056,2,RESOLVED,Low,1111.13
IN10033063,2,RESOLVED,Low,65.38
IN10033066,3,RESOLVED,Low,275.45
IN10033069,2,RESOLVED,Low,16.55
IN10033074,2,RESOLVED,Low,0.13
IN10033082,3,RESOLVED,Medium,47.25
IN10033084,2,RESOLVED,Medium,6.4
IN10033085,2,RESOLVED,Low,66.61
IN10033094,2,RESOLVED,Low,148.37
IN10033099,5,RESOLVED,Low,59.87
IN10033106,2,RESOLVED,Medium,26.75
IN10033109,2,RESOLVED,Low,1.98
IN10033116,3,RESOLVED,Low,26.4
IN10033146,3,RESOLVED,Low,941.31
IN10033147,2,RESOLVED,Low,1.17
IN10033156,2,RESOLVED,Low,48.22
IN10033158,2,RESOLVED,Medium,9.1
IN10033163,4,RESOLVED,Medium,1188.81
IN10033164,3,RESOLVED,Low,19.6
IN10033170,3,RESOLVED,Low,797.57
IN10033182,2,RESOLVED,Low,508.7
IN10033187,3,RESOLVED,Low,332.63
IN10033191,3,RESOLVED,Low,47.05
IN10033194,2,RESOLVED,Low,9.4
IN10033197,2,RESOLVED,Low,47.57
IN10033198,2,RESOLVED,Low,43.68
IN10033199,2,RESOLVED,Low,43.65
IN10033200,2,RESOLVED,Low,43.63
IN10033205,2,RESOLVED,Low,26.25
IN10033206,3,RESOLVED,Low,33.6
IN10033207,2,RESOLVED,Low,33.67
IN10033210,2,RESOLVED,Medium,0.83
IN10033212,3,RESOLVED,Low,23.34
IN10033215,2,RESOLVED,Low,253.6
IN10033216,4,RESOLVED,Medium,51.34
IN10033218,2,RESOLVED,Low,44.97
IN10033220,3,RESOLVED,Low,8.4
IN10033221,2,RESOLVED,Low,44.76
IN10033227,2,RESOLVED,Low,162.68
IN10033231,2,,Low,15.55
IN10033234,2,RESOLVED,Low,147.82
IN10033238,2,RESOLVED,Low,41.07
IN10033246,2,RESOLVED,Low,437.6
IN10033255,3,RESOLVED,Low,10.95
IN10033255,3,RESOLVED,Low,10.95
IN10033259,2,RESOLVED,Low,132.18
IN10033264,2,RESOLVED,Low,72.92
IN10033265,3,RESOLVED,High,1.54
IN10033267,2,RESOLVED,Low,1.47
IN10033267,2,RESOLVED,Low,1.47
IN10033270,4,RESOLVED,Low,1564.51
IN10033274,2,RESOLVED,Medium,432.35
IN10033280,2,RESOLVED,Low,57.59
IN10033282,2,RESOLVED,Low,0.28
IN10033304,2,RESOLVED,Low,0.0
IN10033305,4,RESOLVED,Medium,231.8
IN10033306,2,RESOLVED,Low,0.0
IN10033315,2,RESOLVED,Low,433.88
IN10033319,2,RESOLVED,Low,1.85
IN10033328,2,RESOLVED,Low,0.75
IN10033333,2,RESOLVED,Low,28.28
IN10033343,2,RESOLVED,Low,255.05
IN10033351,3,RESOLVED,Low,98.3
IN10033352,3,RESOLVED,Low,8.63
IN10033357,2,RESOLVED,Low,8.37
IN10033363,3,RESOLVED,Low,419.3
IN10033368,2,RESOLVED,Medium,57.37
IN10033370,3,RESOLVED,Medium,514.97
IN10033377,2,RESOLVED,Low,104.72
IN10033379,2,RESOLVED,Low,44.0
IN10033380,3,RESOLVED,Low,43.95
IN10033384,2,RESOLVED,Low,0.0
IN10033386,2,RESOLVED,Low,44.27
IN10033389,3,RESOLVED,Low,273.02
IN10033392,2,RESOLVED,Low,50.87
IN10033393,3,RESOLVED,Low,173.0
IN10033395,2,RESOLVED,Low,3.75
IN10033400,2,RESOLVED,Low,43.1
IN10033402,2,RESOLVED,Low,22.45
IN10033405,2,RESOLVED,Medium,53.53
IN10033407,3,RESOLVED,Low,29.08
IN10033412,2,RESOLVED,Low,11.92
IN10033424,2,RESOLVED,Low,3.7
IN10033438,2,RESOLVED,Low,0.0
IN10033460,2,RESOLVED,Low,10.42
IN10033462,2,RESOLVED,Low,12.5
IN10033479,3,RESOLVED,Low,318.52
IN10033481,2,RESOLVED,Medium,108.23
IN10033482,2,RESOLVED,Low,12.45
IN10033487,2,RESOLVED,High,27.01
IN10033501,3,RESOLVED,Low,42.28
IN10033516,2,RESOLVED,Medium,3.1
IN10033517,3,RESOLVED,Medium,1087.58
IN10033520,4,RESOLVED,Medium,119.57
IN10033524,2,RESOLVED,Medium,2.03
IN10033525,2,RESOLVED,Low,435.72
IN10033526,2,RESOLVED,Medium,1.87
IN10033527,3,RESOLVED,Low,2.8
IN10033532,2,RESOLVED,Low,34.27
IN10033536,2,RESOLVED,Medium,150.3
IN10033537,2,RESOLVED,Medium,150.33
IN10033538,2,RESOLVED,Medium,405.87
IN10033539,2,RESOLVED,Medium,20.48
IN10033540,3,RESOLVED,Low,28.53
IN10033542,6,RESOLVED,Low,433.62
IN10033548,2,RESOLVED,Low,3.38
IN10033552,2,RESOLVED,Medium,8.9
IN10033555,2,RESOLVED,Low,13.85
IN10033566,2,RESOLVED,Low,6.28
