TICKET_NMBR,assigned_group
IN10030638,1
IN10030639,1
IN10030640,1
IN10030641,3
IN10030642,4
IN10030643,3
IN10030644,3
IN10030645,1
IN10030646,1
IN10030647,1
IN10030650,1
IN10030651,1
IN10030652,1
IN10030653,1
IN10030654,1
IN10030655,1
IN10030656,1
IN10030657,1
IN10030658,1
IN10030659,1
IN10030660,2
IN10030662,3
IN10030663,2
IN10030664,1
IN10030665,1
IN10030666,1
IN10030667,2
IN10030668,1
IN10030669,1
IN10030670,1
IN10030671,1
IN10030672,4
IN10030673,1
IN10030674,1
IN10030675,1
IN10030676,1
IN10030677,2
IN10030679,4
IN10030680,1
IN10030681,1
IN10030682,1
IN10030683,1
IN10030684,1
IN10030685,1
IN10030686,1
IN10030687,1
IN10030688,1
IN10030689,1
IN10030690,2
IN10030691,1
IN10030692,1
IN10030693,1
IN10030694,3
IN10030695,2
IN10030696,1
IN10030697,2
IN10030699,1
IN10030701,1
IN10030702,1
IN10030703,1
IN10030704,1
IN10030705,1
IN10030706,1
IN10030707,2
IN10030708,1
IN10030709,1
IN10030710,1
IN10030711,1
IN10030712,1
IN10030713,1
IN10030714,1
IN10030715,1
IN10030716,1
IN10030717,1
IN10030718,6
IN10030719,1
IN10030720,1
IN10030721,1
IN10030722,1
IN10030723,1
IN10030724,1
IN10030725,1
IN10030726,1
IN10030727,1
IN10030728,2
IN10030730,1
IN10030731,1
IN10030732,1
IN10030733,3
IN10030734,1
IN10030735,1
IN10030736,2
IN10030737,1
IN10030738,1
IN10030739,1
IN10030740,1
IN10030741,1
IN10030742,1
IN10030743,1
IN10030744,1
IN10030745,1
IN10030746,2
IN10030748,2
IN10030749,1
IN10030750,0
IN10030751,1
IN10030752,1
IN10030753,3
IN10030754,1
IN10030755,1
IN10030756,1
IN10030757,1
IN10030758,1
IN10030759,2
IN10030760,1
IN10030761,1
IN10030762,2
IN10030763,1
IN10030764,1
IN10030765,1
IN10030766,1
IN10030767,1
IN10030768,1
IN10030769,1
IN10030770,1
IN10030772,1
IN10030773,1
IN10030774,3
IN10030775,1
IN10030776,1
IN10030777,1
IN10030778,1
IN10030779,1
IN10030780,1
IN10030781,1
IN10030782,1
IN10030783,1
IN10030785,4
IN10030786,2
IN10030787,1
IN10030788,1
IN10030789,1
IN10030790,1
IN10030791,3
IN10030792,1
IN10030793,1
IN10030794,1
IN10030795,1
IN10030796,1
IN10030797,1
IN10030798,1
IN10030799,1
IN10030800,1
IN10030801,1
IN10030802,1
IN10030803,1
IN10030804,3
IN10030805,1
IN10030806,1
IN10030807,1
IN10030808,3
IN10030809,2
IN10030810,1
IN10030811,1
IN10030812,1
IN10030813,1
IN10030815,1
IN10030816,1
IN10030817,1
IN10030818,1
IN10030819,3
IN10030820,1
IN10030821,1
IN10030822,1
IN10030823,1
IN10030824,1
IN10030825,3
IN10030826,1
IN10030827,1
IN10030828,2
IN10030829,0
IN10030830,1
IN10030831,3
IN10030832,3
IN10030833,1
IN10030834,2
IN10030835,0
IN10030836,1
IN10030837,1
IN10030838,1
IN10030840,1
IN10030841,1
IN10030842,1
IN10030843,2
IN10030845,1
IN10030846,1
IN10030848,4
IN10030849,8
IN10030850,3
IN10030852,1
IN10030853,1
IN10030855,1
IN10030856,4
IN10030857,1
IN10030858,5
IN10030859,1
IN10030860,2
IN10030861,1
IN10030862,1
IN10030863,3
IN10030864,2
IN10030865,1
IN10030866,9
IN10030867,3
IN10030868,3
IN10030869,1
IN10030870,1
IN10030871,2
IN10030872,2
IN10030873,1
IN10030874,1
IN10030875,1
IN10030876,1
IN10030877,3
IN10030878,1
IN10030879,1
IN10030880,1
IN10030881,1
IN10030882,3
IN10030883,1
IN10030884,1
IN10030885,1
IN10030886,3
IN10030887,2
IN10030888,1
IN10030890,1
IN10030891,1
IN10030892,1
IN10030893,1
IN10030894,1
IN10030895,1
IN10030896,1
IN10030897,1
IN10030898,1
IN10030899,1
IN10030900,1
IN10030901,2
IN10030902,2
IN10030903,1
IN10030904,1
IN10030905,2
IN10030906,1
IN10030907,1
IN10030908,1
IN10030909,1
IN10030910,3
IN10030911,1
IN10030912,1
IN10030913,2
IN10030914,2
IN10030915,1
IN10030916,1
IN10030917,1
IN10030918,2
IN10030919,1
IN10030920,2
IN10030922,1
IN10030923,1
IN10030924,1
IN10030925,2
IN10030926,2
IN10030927,1
IN10030928,1
IN10030929,5
IN10030931,1
IN10030932,1
IN10030933,1
IN10030934,1
IN10030935,1
IN10030936,3
IN10030937,1
IN10030938,2
IN10030939,1
IN10030940,2
IN10030941,3
IN10030942,1
IN10030943,1
IN10030945,1
IN10030946,1
IN10030947,1
IN10030948,1
IN10030949,1
IN10030950,1
IN10030951,2
IN10030952,1
IN10030953,1
IN10030954,1
IN10030955,1
IN10030956,1
IN10030957,1
IN10030959,1
IN10030960,6
IN10030961,5
IN10030962,2
IN10030963,3
IN10030964,2
IN10030965,2
IN10030966,1
IN10030967,2
IN10030968,1
IN10030969,1
IN10030970,3
IN10030971,1
IN10030972,4
IN10030973,2
IN10030974,1
IN10030975,3
IN10030976,2
IN10030977,1
IN10030979,1
IN10030980,1
IN10030981,1
IN10030982,2
IN10030983,2
IN10030984,2
IN10030986,1
IN10030987,2
IN10030990,1
IN10030991,2
IN10030992,1
IN10030993,1
IN10030994,1
IN10030995,2
IN10030996,2
IN10030997,1
IN10030998,1
IN10030999,1
IN10031001,0
IN10031002,3
IN10031003,1
IN10031004,1
IN10031005,1
IN10031006,3
IN10031007,1
IN10031008,1
IN10031009,1
IN10031010,1
IN10031011,1
IN10031012,1
IN10031013,2
IN10031014,2
IN10031015,1
IN10031016,4
IN10031017,2
IN10031018,3
IN10031019,1
IN10031020,1
IN10031021,1
IN10031022,1
IN10031023,1
IN10031024,1
IN10031025,2
IN10031026,1
IN10031027,1
IN10031028,1
IN10031029,1
IN10031030,1
IN10031031,2
IN10031032,1
IN10031033,1
IN10031034,1
IN10031035,2
IN10031036,2
IN10031037,1
IN10031038,1
IN10031039,1
IN10031040,1
IN10031041,2
IN10031042,1
IN10031043,0
IN10031044,1
IN10031045,1
IN10031046,1
IN10031047,1
IN10031048,1
IN10031049,1
IN10031050,1
IN10031051,1
IN10031052,1
IN10031054,1
IN10031057,1
IN10031058,0
IN10031059,1
IN10031060,1
IN10031061,1
IN10031062,1
IN10031063,1
IN10031064,1
IN10031065,1
IN10031066,1
IN10031067,1
IN10031068,3
IN10031069,1
IN10031070,2
IN10031071,2
IN10031072,1
IN10031073,2
IN10031074,1
IN10031075,3
IN10031076,1
IN10031078,5
IN10031079,0
IN10031080,2
IN10031081,3
IN10031082,1
IN10031083,2
IN10031084,1
IN10031085,1
IN10031086,1
IN10031087,1
IN10031088,2
IN10031089,3
IN10031090,1
IN10031091,1
IN10031093,1
IN10031094,1
IN10031095,1
IN10031096,1
IN10031097,2
IN10031098,1
IN10031099,1
IN10031100,1
IN10031101,1
IN10031102,2
IN10031103,0
IN10031104,3
IN10031105,2
IN10031106,3
IN10031107,0
IN10031108,2
IN10031109,1
IN10031110,1
IN10031111,1
IN10031112,1
IN10031114,2
IN10031115,1
IN10031116,1
IN10031117,3
IN10031118,1
IN10031119,1
IN10031120,1
IN10031121,2
IN10031122,1
IN10031123,3
IN10031124,1
IN10031125,1
IN10031126,1
IN10031127,1
IN10031128,1
IN10031129,8
IN10031130,1
IN10031131,2
IN10031132,1
IN10031133,1
IN10031135,1
IN10031137,1
IN10031138,1
IN10031139,1
IN10031140,1
IN10031141,1
IN10031142,1
IN10031143,1
IN10031144,1
IN10031145,1
IN10031146,2
IN10031147,3
IN10031149,1
IN10031152,1
IN10031153,1
IN10031154,2
IN10031155,1
IN10031156,1
IN10031157,1
IN10031159,1
IN10031160,1
IN10031161,1
IN10031162,1
IN10031164,1
IN10031165,1
IN10031166,1
IN10031167,1
IN10031169,1
IN10031170,1
IN10031171,1
IN10031172,1
IN10031173,6
IN10031174,1
IN10031175,1
IN10031176,2
IN10031177,1
IN10031178,1
IN10031179,1
IN10031180,1
IN10031181,2
IN10031182,1
IN10031183,2
IN10031184,1
IN10031186,2
IN10031187,1
IN10031188,1
IN10031189,1
IN10031190,1
IN10031191,1
IN10031192,1
IN10031193,6
IN10031194,1
IN10031195,1
IN10031196,2
IN10031197,2
IN10031198,2
IN10031199,1
IN10031200,1
IN10031201,2
IN10031202,1
IN10031203,1
IN10031204,1
IN10031205,1
IN10031206,3
IN10031207,1
IN10031208,1
IN10031209,1
IN10031210,1
IN10031211,1
IN10031212,1
IN10031213,1
IN10031214,1
IN10031215,2
IN10031216,1
IN10031217,1
IN10031218,1
IN10031219,1
IN10031220,1
IN10031221,1
IN10031222,1
IN10031223,1
IN10031224,2
IN10031225,2
IN10031226,1
IN10031227,1
IN10031228,1
IN10031229,1
IN10031230,1
IN10031232,3
IN10031233,1
IN10031234,2
IN10031235,1
IN10031236,1
IN10031237,1
IN10031238,3
IN10031239,2
IN10031240,1
IN10031241,1
IN10031242,2
IN10031243,1
IN10031244,1
IN10031245,1
IN10031246,1
IN10031247,1
IN10031248,1
IN10031249,1
IN10031250,1
IN10031251,2
IN10031252,1
IN10031253,1
IN10031254,1
IN10031255,1
IN10031256,2
IN10031257,1
IN10031258,2
IN10031259,2
IN10031260,2
IN10031261,1
IN10031262,3
IN10031263,2
IN10031264,4
IN10031265,1
IN10031266,2
IN10031267,2
IN10031268,2
IN10031269,2
IN10031270,1
IN10031271,1
IN10031272,1
IN10031273,1
IN10031275,2
IN10031276,2
IN10031277,1
IN10031278,1
IN10031279,1
IN10031280,2
IN10031281,1
IN10031282,1
IN10031283,1
IN10031284,2
IN10031285,1
IN10031286,1
IN10031287,2
IN10031288,1
IN10031289,1
IN10031290,1
IN10031291,1
IN10031292,1
IN10031293,2
IN10031294,2
IN10031295,1
IN10031296,3
IN10031297,1
IN10031298,1
IN10031299,3
IN10031300,1
IN10031301,1
IN10031302,6
IN10031303,1
IN10031304,2
IN10031305,1
IN10031306,1
IN10031307,2
IN10031308,1
IN10031309,1
IN10031310,1
IN10031311,2
IN10031312,3
IN10031313,1
IN10031314,2
IN10031315,1
IN10031316,1
IN10031317,2
IN10031318,3
IN10031320,1
IN10031321,1
IN10031322,1
IN10031323,3
IN10031324,2
IN10031325,1
IN10031326,1
IN10031327,1
IN10031328,1
IN10031329,1
IN10031330,1
IN10031331,1
IN10031332,1
IN10031333,1
IN10031334,1
IN10031335,1
IN10031336,1
IN10031337,1
IN10031339,2
IN10031340,1
IN10031341,1
IN10031342,1
IN10031344,1
IN10031345,3
IN10031347,3
IN10031348,1
IN10031349,1
IN10031350,1
IN10031351,2
IN10031352,1
IN10031353,2
IN10031354,1
IN10031355,1
IN10031356,1
IN10031357,1
IN10031358,1
IN10031359,1
IN10031360,1
IN10031361,1
IN10031362,1
IN10031363,3
IN10031364,2
IN10031365,1
IN10031366,1
IN10031367,1
IN10031368,1
IN10031369,2
IN10031371,2
IN10031372,2
IN10031373,5
IN10031374,2
IN10031375,1
IN10031376,1
IN10031377,2
IN10031378,5
IN10031380,1
IN10031381,3
IN10031383,1
IN10031384,1
IN10031386,2
IN10031387,1
IN10031388,1
IN10031389,0
IN10031390,1
IN10031391,2
IN10031392,1
IN10031393,1
IN10031394,1
IN10031395,1
IN10031396,1
IN10031397,1
IN10031398,1
IN10031399,1
IN10031400,1
IN10031401,1
IN10031402,1
IN10031403,1
IN10031404,3
IN10031405,1
IN10031406,1
IN10031407,3
IN10031408,1
IN10031409,3
IN10031410,5
IN10031411,1
IN10031412,2
IN10031413,1
IN10031414,1
IN10031415,1
IN10031416,1
IN10031417,1
IN10031418,1
IN10031419,2
IN10031420,1
IN10031421,1
IN10031422,1
IN10031423,1
IN10031425,2
IN10031426,1
IN10031428,1
IN10031429,1
IN10031430,1
IN10031431,2
IN10031432,1
IN10031433,1
IN10031434,1
IN10031435,2
IN10031436,1
IN10031437,1
IN10031438,1
IN10031439,3
IN10031441,1
IN10031443,1
IN10031444,1
IN10031445,2
IN10031446,1
IN10031447,2
IN10031448,1
IN10031449,1
IN10031450,3
IN10031451,1
IN10031452,2
IN10031454,6
IN10031455,2
IN10031456,1
IN10031457,1
IN10031458,1
IN10031459,1
IN10031460,3
IN10031461,1
IN10031462,1
IN10031463,1
IN10031464,1
IN10031465,1
IN10031466,1
IN10031467,1
IN10031468,1
IN10031469,1
IN10031470,1
IN10031471,1
IN10031472,2
IN10031473,1
IN10031474,1
IN10031475,2
IN10031476,1
IN10031477,3
IN10031478,0
IN10031479,1
IN10031480,1
IN10031481,1
IN10031482,3
IN10031484,1
IN10031485,2
IN10031486,1
IN10031487,1
IN10031488,1
IN10031489,1
IN10031490,1
IN10031491,1
IN10031492,1
IN10031493,1
IN10031494,2
IN10031495,1
IN10031496,1
IN10031497,2
IN10031499,1
IN10031500,1
IN10031501,1
IN10031502,1
IN10031503,1
IN10031504,1
IN10031505,1
IN10031506,1
IN10031507,1
IN10031508,3
IN10031509,3
IN10031510,3
IN10031511,1
IN10031512,0
IN10031513,1
IN10031514,2
IN10031515,3
IN10031516,2
IN10031519,1
IN10031521,1
IN10031522,1
IN10031524,1
IN10031525,1
IN10031526,1
IN10031527,1
IN10031528,1
IN10031529,1
IN10031530,1
IN10031531,1
IN10031532,1
IN10031533,1
IN10031534,1
IN10031537,1
IN10031538,3
IN10031541,1
IN10031542,1
IN10031543,1
IN10031544,1
IN10031545,1
IN10031546,3
IN10031547,2
IN10031548,4
IN10031549,2
IN10031550,1
IN10031551,2
IN10031552,2
IN10031553,1
IN10031554,4
IN10031555,1
IN10031556,1
IN10031557,1
IN10031559,1
IN10031561,3
IN10031562,1
IN10031563,1
IN10031565,1
IN10031566,2
IN10031567,3
IN10031568,3
IN10031569,1
IN10031570,2
IN10031571,1
IN10031572,1
IN10031573,1
IN10031574,3
IN10031575,1
IN10031577,2
IN10031578,1
IN10031579,1
IN10031580,1
IN10031581,2
IN10031582,1
IN10031583,1
IN10031584,2
IN10031585,2
IN10031586,1
IN10031587,1
IN10031588,3
IN10031589,2
IN10031590,1
IN10031591,2
IN10031592,2
IN10031593,2
IN10031594,1
IN10031595,2
IN10031597,4
IN10031598,2
IN10031599,2
IN10031600,3
IN10031604,1
IN10031605,1
IN10031607,1
IN10031608,1
IN10031609,1
IN10031610,1
IN10031611,2
IN10031612,1
IN10031613,1
IN10031614,2
IN10031615,1
IN10031616,1
IN10031617,1
IN10031618,1
IN10031619,1
IN10031620,2
IN10031621,1
IN10031622,2
IN10031623,1
IN10031624,2
IN10031625,1
IN10031626,1
IN10031627,1
IN10031628,1
IN10031629,1
IN10031631,1
IN10031632,1
IN10031633,3
IN10031634,1
IN10031636,1
IN10031637,1
IN10031638,1
IN10031639,2
IN10031641,2
IN10031642,1
IN10031643,1
IN10031644,2
IN10031645,3
IN10031646,1
IN10031647,2
IN10031650,1
IN10031651,1
IN10031653,3
IN10031654,1
IN10031655,6
IN10031656,1
IN10031657,1
IN10031658,2
IN10031659,1
IN10031660,1
IN10031661,1
IN10031663,1
IN10031664,1
IN10031665,3
IN10031667,1
IN10031668,1
IN10031669,1
IN10031670,2
IN10031671,1
IN10031672,1
IN10031674,4
IN10031675,1
IN10031677,1
IN10031678,1
IN10031679,2
IN10031680,1
IN10031681,1
IN10031682,2
IN10031683,1
IN10031684,2
IN10031685,1
IN10031686,1
IN10031688,1
IN10031689,2
IN10031691,1
IN10031692,1
IN10031693,2
IN10031694,1
IN10031695,1
IN10031696,2
IN10031697,1
IN10031698,3
IN10031699,4
IN10031700,1
IN10031702,1
IN10031703,1
IN10031704,2
IN10031705,3
IN10031706,2
IN10031707,2
IN10031708,3
IN10031709,1
IN10031710,1
IN10031711,5
IN10031712,1
IN10031713,1
IN10031715,3
IN10031716,1
IN10031717,1
IN10031718,5
IN10031719,4
IN10031720,1
IN10031721,1
IN10031722,1
IN10031723,2
IN10031724,1
IN10031725,1
IN10031726,0
IN10031727,1
IN10031728,1
IN10031729,1
IN10031730,2
IN10031731,1
IN10031732,1
IN10031733,1
IN10031734,2
IN10031735,1
IN10031736,1
IN10031737,1
IN10031738,1
IN10031739,1
IN10031740,1
IN10031741,1
IN10031742,1
IN10031743,1
IN10031745,1
IN10031746,1
IN10031747,2
IN10031748,1
IN10031749,1
IN10031750,2
IN10031751,1
IN10031752,1
IN10031753,2
IN10031754,2
IN10031755,1
IN10031756,1
IN10031757,2
IN10031758,1
IN10031759,1
IN10031761,1
IN10031763,2
IN10031764,1
IN10031765,1
IN10031766,1
IN10031767,1
IN10031768,1
IN10031770,1
IN10031771,1
IN10031772,1
IN10031773,1
IN10031774,1
IN10031777,1
IN10031778,1
IN10031779,1
IN10031780,2
IN10031781,1
IN10031782,1
IN10031783,1
IN10031784,1
IN10031785,1
IN10031786,1
IN10031787,3
IN10031788,3
IN10031789,1
IN10031790,1
IN10031791,1
IN10031792,1
IN10031793,3
IN10031794,2
IN10031795,1
IN10031796,1
IN10031797,1
IN10031798,1
IN10031799,2
IN10031800,2
IN10031801,2
IN10031802,1
IN10031803,2
IN10031804,1
IN10031805,1
IN10031806,1
IN10031807,1
IN10031808,2
IN10031809,1
IN10031810,1
IN10031811,3
IN10031812,1
IN10031813,1
IN10031814,1
IN10031815,2
IN10031816,1
IN10031818,1
IN10031819,2
IN10031820,1
IN10031821,2
IN10031822,1
IN10031823,1
IN10031824,1
IN10031825,1
IN10031826,2
IN10031827,2
IN10031828,1
IN10031829,1
IN10031830,1
IN10031831,1
IN10031832,1
IN10031833,1
IN10031834,4
IN10031835,2
IN10031836,2
IN10031837,1
IN10031838,1
IN10031839,1
IN10031841,1
IN10031842,1
IN10031843,2
IN10031844,1
IN10031845,1
IN10031846,2
IN10031847,2
IN10031848,1
IN10031849,5
IN10031850,1
IN10031851,2
IN10031854,1
IN10031855,1
IN10031857,2
IN10031858,1
IN10031859,1
IN10031860,1
IN10031861,1
IN10031862,1
IN10031863,1
IN10031864,3
IN10031866,1
IN10031867,2
IN10031869,1
IN10031870,1
IN10031871,1
IN10031872,2
IN10031873,1
IN10031874,1
IN10031875,1
IN10031876,1
IN10031877,1
IN10031878,1
IN10031879,1
IN10031880,4
IN10031881,1
IN10031884,1
IN10031886,1
IN10031887,1
IN10031889,1
IN10031890,1
IN10031891,1
IN10031892,1
IN10031893,4
IN10031894,1
IN10031895,2
IN10031897,1
IN10031898,2
IN10031899,2
IN10031900,1
IN10031901,1
IN10031902,1
IN10031903,1
IN10031904,1
IN10031905,1
IN10031906,1
IN10031907,1
IN10031908,1
IN10031909,0
IN10031910,1
IN10031911,1
IN10031913,1
IN10031914,1
IN10031915,1
IN10031917,1
IN10031918,1
IN10031919,1
IN10031921,0
IN10031922,1
IN10031923,1
IN10031924,1
IN10031926,1
IN10031927,1
IN10031928,1
IN10031930,1
IN10031931,1
IN10031932,1
IN10031933,1
IN10031934,1
IN10031935,2
IN10031936,2
IN10031937,1
IN10031939,1
IN10031940,1
IN10031941,1
IN10031942,1
IN10031943,1
IN10031944,1
IN10031945,1
IN10031946,2
IN10031947,1
IN10031948,1
IN10031949,1
IN10031950,1
IN10031951,1
IN10031952,3
IN10031953,1
IN10031954,1
IN10031955,1
IN10031956,1
IN10031957,1
IN10031958,1
IN10031959,1
IN10031960,4
IN10031961,1
IN10031962,1
IN10031963,1
IN10031964,1
IN10031965,2
IN10031966,1
IN10031967,2
IN10031968,3
IN10031969,3
IN10031970,1
IN10031971,1
IN10031972,1
IN10031973,1
IN10031974,1
IN10031975,1
IN10031976,1
IN10031977,2
IN10031978,2
IN10031979,2
IN10031981,1
IN10031982,1
IN10031983,1
IN10031984,1
IN10031985,1
IN10031986,1
IN10031987,1
IN10031988,1
IN10031989,2
IN10031990,1
IN10031991,1
IN10031993,1
IN10031994,1
IN10031996,1
IN10031997,2
IN10032001,7
IN10032002,1
IN10032003,1
IN10032004,3
IN10032005,1
IN10032006,1
IN10032007,1
IN10032008,2
IN10032009,1
IN10032010,2
IN10032011,1
IN10032012,1
IN10032013,2
IN10032015,1
IN10032017,1
IN10032019,4
IN10032020,1
IN10032021,1
IN10032022,1
IN10032023,1
IN10032025,2
IN10032026,1
IN10032027,1
IN10032028,1
IN10032029,4
IN10032030,1
IN10032031,1
IN10032032,2
IN10032034,1
IN10032035,3
IN10032036,1
IN10032037,2
IN10032038,1
IN10032040,1
IN10032043,1
IN10032044,3
IN10032046,1
IN10032047,1
IN10032048,1
IN10032049,1
IN10032050,1
IN10032051,1
IN10032052,1
IN10032053,1
IN10032054,1
IN10032055,1
IN10032056,1
IN10032057,2
IN10032059,1
IN10032060,2
IN10032061,1
IN10032062,2
IN10032063,2
IN10032064,1
IN10032065,1
IN10032066,1
IN10032067,4
IN10032068,4
IN10032069,1
IN10032071,1
IN10032073,1
IN10032074,0
IN10032076,1
IN10032078,1
IN10032079,1
IN10032080,0
IN10032081,1
IN10032083,1
IN10032084,0
IN10032085,2
IN10032086,0
IN10032087,1
IN10032088,1
IN10032089,1
IN10032090,1
IN10032091,1
IN10032092,2
IN10032094,1
IN10032095,1
IN10032096,1
IN10032097,1
IN10032098,1
IN10032099,1
IN10032100,1
IN10032101,1
IN10032102,1
IN10032103,1
IN10032104,1
IN10032105,3
IN10032106,2
IN10032108,1
IN10032109,1
IN10032110,1
IN10032111,1
IN10032112,1
IN10032114,1
IN10032115,1
IN10032116,1
IN10032117,1
IN10032119,1
IN10032120,1
IN10032121,1
IN10032122,1
IN10032123,1
IN10032124,1
IN10032125,1
IN10032126,1
IN10032127,2
IN10032129,1
IN10032130,1
IN10032131,1
IN10032132,2
IN10032133,4
IN10032135,1
IN10032136,1
IN10032137,1
IN10032138,3
IN10032139,1
IN10032140,1
IN10032141,1
IN10032142,1
IN10032143,1
IN10032144,2
IN10032145,2
IN10032146,2
IN10032147,0
IN10032148,1
IN10032150,1
IN10032151,2
IN10032152,1
IN10032153,2
IN10032154,2
IN10032155,1
IN10032156,2
IN10032157,1
IN10032158,1
IN10032159,10
IN10032160,1
IN10032161,1
IN10032162,2
IN10032163,1
IN10032164,1
IN10032165,2
IN10032166,1
IN10032167,1
IN10032168,1
IN10032169,0
IN10032170,0
IN10032171,1
IN10032172,2
IN10032173,1
IN10032174,1
IN10032175,2
IN10032176,2
IN10032177,4
IN10032178,1
IN10032179,1
IN10032181,1
IN10032182,1
IN10032184,1
IN10032185,2
IN10032186,2
IN10032187,1
IN10032189,2
IN10032191,1
IN10032192,2
IN10032193,1
IN10032194,1
IN10032195,1
IN10032196,1
IN10032197,1
IN10032198,1
IN10032199,2
IN10032200,1
IN10032201,2
IN10032202,1
IN10032203,1
IN10032204,1
IN10032205,1
IN10032206,1
IN10032207,1
IN10032208,1
IN10032209,2
IN10032210,1
IN10032211,1
IN10032212,2
IN10032213,1
IN10032214,1
IN10032215,1
IN10032216,1
IN10032217,1
IN10032218,1
IN10032219,1
IN10032220,2
IN10032221,1
IN10032222,1
IN10032223,1
IN10032224,2
IN10032225,2
IN10032226,1
IN10032227,1
IN10032228,1
IN10032229,1
IN10032230,1
IN10032231,1
IN10032232,1
IN10032234,1
IN10032235,1
IN10032236,1
IN10032237,1
IN10032238,2
IN10032239,1
IN10032240,2
IN10032241,1
IN10032242,1
IN10032243,1
IN10032244,1
IN10032245,1
IN10032246,1
IN10032247,1
IN10032248,1
IN10032249,1
IN10032250,3
